prompt,completion
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}","@media (max-width: 375px) {
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}
}
@media (min-width: 376px) and (max-width: 480px) {
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}
}
@media (min-width: 481px) and (max-width: 620px) {
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}
}
@media (min-width: 621px) and (max-width: 768px) {
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}
}
@media (min-width: 769px) and (max-width: 990px) {
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.nav-menu-link {    position: relative;    color: rgb(0, 0, 0);    padding: 20px 0px !important;    margin: 0px 25px;    transition: color 0.15s ease 0s;    font-weight: 700;    font-family: 'Roboto', sans-serif;    font-size: 14px;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.text-slider {    padding: 20px 0;}","@media (max-width: 375px) {
.text-slider {    padding: 20px 0;}
}
@media (min-width: 376px) and (max-width: 480px) {
.text-slider {    padding: 20px 0;}
}
@media (min-width: 481px) and (max-width: 620px) {
.text-slider {    padding: 20px 0;}
}
@media (min-width: 621px) and (max-width: 768px) {
.text-slider {    padding: 20px 0;}
}
@media (min-width: 769px) and (max-width: 990px) {
.text-slider {    padding: 20px 0;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.text-slider {    padding: 20px 0;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.text-slider {    padding: 20px 0;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.text-slider {    padding: 20px 0;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.text-slider {    padding: 20px 0;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}","@media (max-width: 375px) {
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}
}
@media (min-width: 376px) and (max-width: 480px) {
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}
}
@media (min-width: 481px) and (max-width: 620px) {
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}
}
@media (min-width: 621px) and (max-width: 768px) {
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}
}
@media (min-width: 769px) and (max-width: 990px) {
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.text-slider p {    text-align: center;    text-transform: uppercase;    background-color: #fff;    color: #000;    font-family: Roboto, Helvetica, Arial, sans-serif;    font-size: 12px;    line-height: 12.2px;    font-weight: 300;    margin-bottom: 0;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.owl-carousel {    position: relative;}","@media (max-width: 375px) {
.owl-carousel {    position: relative;}
}
@media (min-width: 376px) and (max-width: 480px) {
.owl-carousel {    position: relative;}
}
@media (min-width: 481px) and (max-width: 620px) {
.owl-carousel {    position: relative;}
}
@media (min-width: 621px) and (max-width: 768px) {
.owl-carousel {    position: relative;}
}
@media (min-width: 769px) and (max-width: 990px) {
.owl-carousel {    position: relative;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.owl-carousel {    position: relative;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.owl-carousel {    position: relative;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.owl-carousel {    position: relative;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.owl-carousel {    position: relative;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}","@media (max-width: 375px) {
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}
}
@media (min-width: 376px) and (max-width: 480px) {
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}
}
@media (min-width: 481px) and (max-width: 620px) {
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}
}
@media (min-width: 621px) and (max-width: 768px) {
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}
}
@media (min-width: 769px) and (max-width: 990px) {
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.owl-carousel .owl-nav{    position: absolute;    bottom: 18px;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}","@media (max-width: 375px) {
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}
}
@media (min-width: 376px) and (max-width: 480px) {
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}
}
@media (min-width: 481px) and (max-width: 620px) {
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}
}
@media (min-width: 621px) and (max-width: 768px) {
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}
}
@media (min-width: 769px) and (max-width: 990px) {
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.owl-carousel .owl-nav .owl-prev{    position: absolute;    left: 24em;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}","@media (max-width: 375px) {
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 376px) and (max-width: 480px) {
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 481px) and (max-width: 620px) {
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 621px) and (max-width: 768px) {
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 769px) and (max-width: 990px) {
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.owl-carousel .owl-nav .owl-prev i{    color: #D7DADC;    height: 14px;    width: 14px;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}","@media (max-width: 375px) {
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}
}
@media (min-width: 376px) and (max-width: 480px) {
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}
}
@media (min-width: 481px) and (max-width: 620px) {
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}
}
@media (min-width: 621px) and (max-width: 768px) {
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}
}
@media (min-width: 769px) and (max-width: 990px) {
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.owl-carousel .owl-nav .owl-next{    position: absolute;    left: 58em;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}","@media (max-width: 375px) {
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 376px) and (max-width: 480px) {
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 481px) and (max-width: 620px) {
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 621px) and (max-width: 768px) {
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 769px) and (max-width: 990px) {
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.owl-carousel .owl-nav .owl-next i{    color: #D7DADC;    height: 14px;    width: 14px;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}","@media (max-width: 375px) {
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}
}
@media (min-width: 376px) and (max-width: 480px) {
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}
}
@media (min-width: 481px) and (max-width: 620px) {
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}
}
@media (min-width: 621px) and (max-width: 768px) {
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}
}
@media (min-width: 769px) and (max-width: 990px) {
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.retake-banner {    background: url(../img/NAM_Retake_Desktop_1_1440x.jpg);    background-repeat: no-repeat;    background-position: center center;    background-size: cover;    width: 100%;    height: 100%;    max-height: 730px;    min-height: 600px;    position: relative;}
}"
